source ID;source name;source type;mapping type;target ID;target name;target type;mapping description
S0408;FlexiSpy;software;uses;T1435;Access Calendar Entries;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can collect the device calendars.(Citation: CyberMerchants-FlexiSpy)
S0408;FlexiSpy;software;uses;T1432;Access Contact List;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can collect device contacts.(Citation: CyberMerchants-FlexiSpy)
S0408;FlexiSpy;software;uses;T1409;Access Stored Application Data;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) uses a `FileObserver` object to monitor the Skype and WeChat database file and shared preferences to retrieve chat messages, account information, and profile pictures of the account owner and chat participants. [FlexiSpy](https://attack.mitre.org/software/S0408) can also spy on popular applications, including Facebook, Hangouts, Hike, Instagram, Kik, Line, QQ, Snapchat, Telegram, Tinder, Viber, and WhatsApp.(Citation: FortiGuard-FlexiSpy)
S0408;FlexiSpy;software;uses;T1418;Application Discovery;technique; [FlexiSpy](https://attack.mitre.org/software/S0408) can retrieve a list of installed applications.(Citation: FlexiSpy-Features) 
S0408;FlexiSpy;software;uses;T1402;Broadcast Receivers;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) uses root access to establish reboot hooks to re-install the application from `/data/misc/adn`.(Citation: FortiGuard-FlexiSpy) At boot, [FlexiSpy](https://attack.mitre.org/software/S0408) spawns daemons for process monitoring, call monitoring, call managing, and system.(Citation: FortiGuard-FlexiSpy)
S0408;FlexiSpy;software;uses;T1429;Capture Audio;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can record both incoming and outgoing phone calls, as well as microphone audio.(Citation: CyberMerchants-FlexiSpy)
S0408;FlexiSpy;software;uses;T1512;Capture Camera;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can record video.(Citation: CyberMerchants-FlexiSpy)
S0408;FlexiSpy;software;uses;T1412;Capture SMS Messages;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can intercept SMS and MMS messages as well as monitor messages for keywords.(Citation: CyberMerchants-FlexiSpy)(Citation: FlexiSpy-Features)
S0408;FlexiSpy;software;uses;T1533;Data from Local System;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can monitor device photos and can also access browser history and bookmarks.(Citation: FlexiSpy-Features)
S0408;FlexiSpy;software;uses;T1447;Delete Device Data;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can delete data from a compromised device.(Citation: CyberMerchants-FlexiSpy)
S0408;FlexiSpy;software;uses;T1417;Input Capture;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can record keystrokes and analyze them for keywords.(Citation: FlexiSpy-Features)
S0408;FlexiSpy;software;uses;T1430;Location Tracking;technique; [FlexiSpy](https://attack.mitre.org/software/S0408) can track the device's location.(Citation: CyberMerchants-FlexiSpy)
S0408;FlexiSpy;software;uses;T1400;Modify System Partition;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) installs boot hooks into `/system/su.d`.(Citation: FortiGuard-FlexiSpy)
S0408;FlexiSpy;software;uses;T1507;Network Information Discovery;technique; [FlexiSpy](https://attack.mitre.org/software/S0408) can collect a list of known Wi-Fi access points.(Citation: FlexiSpy-Features) 
S0408;FlexiSpy;software;uses;T1406;Obfuscated Files or Information;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) encrypts its configuration file using AES.(Citation: FortiGuard-FlexiSpy)
S0408;FlexiSpy;software;uses;T1513;Screen Capture;technique; [FlexiSpy](https://attack.mitre.org/software/S0408) can take screenshots of other applications.(Citation: FlexiSpy-Features) 
S0408;FlexiSpy;software;uses;T1508;Suppress Application Icon;technique; [FlexiSpy](https://attack.mitre.org/software/S0408) is capable of hiding SuperSU's icon if it is installed and visible.(Citation: FortiGuard-FlexiSpy)  [FlexiSpy](https://attack.mitre.org/software/S0408) can also hide its own icon to make detection and the uninstallation process more difficult.(Citation: FlexiSpy-Features)
S0408;FlexiSpy;software;uses;T1509;Uncommonly Used Port;technique;[FlexiSpy](https://attack.mitre.org/software/S0408) can communicate with the command and control server over ports 12512 and 12514.(Citation: FortiGuard-FlexiSpy)
S0577;FrozenCell;software;uses;T1409;Access Stored Application Data;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has retrieved account information for other applications.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1429;Capture Audio;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has recorded calls.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1412;Capture SMS Messages;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has read SMS messages for exfiltration.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1532;Data Encrypted;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has compressed and encrypted data before exfiltration using password protected .7z archives.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1533;Data from Local System;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has retrieved device images for exfiltration.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1407;Download New Code at Runtime;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has downloaded and installed additional applications.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1420;File and Directory Discovery;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has searched for pdf, doc, docx, ppt, pptx, xls, and xlsx file types for exfiltration.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1430;Location Tracking;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has used an online cell tower geolocation service to track targets.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1444;Masquerade as Legitimate Application;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has masqueraded as fake updates to chat applications such as Facebook, WhatsApp, Messenger, LINE, and LoveChat, as well as apps targeting Middle Eastern demographics.(Citation: Lookout FrozenCell) 
S0577;FrozenCell;software;uses;T1426;System Information Discovery;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has gathered the device manufacturer, model, and serial number.(Citation: Lookout FrozenCell)
S0577;FrozenCell;software;uses;T1422;System Network Configuration Discovery;technique;[FrozenCell](https://attack.mitre.org/software/S0577) has collected phone metadata such as cell location, mobile country code (MCC), and mobile network code (MNC).(Citation: Lookout FrozenCell)
S0536;GPlayed;software;uses;T1432;Access Contact List;technique;[GPlayed](https://attack.mitre.org/software/S0536) can access the device’s contact list.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1418;Application Discovery;technique;[GPlayed](https://attack.mitre.org/software/S0536) can collect a list of installed applications.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1402;Broadcast Receivers;technique;[GPlayed](https://attack.mitre.org/software/S0536) can register for the `BOOT_COMPLETED` broadcast intent.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1412;Capture SMS Messages;technique;[GPlayed](https://attack.mitre.org/software/S0536) can read SMS messages.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1533;Data from Local System;technique;[GPlayed](https://attack.mitre.org/software/S0536) can collect the user’s browser cookies.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1447;Delete Device Data;technique;[GPlayed](https://attack.mitre.org/software/S0536) can wipe the device.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1401;Device Administrator Permissions;technique;[GPlayed](https://attack.mitre.org/software/S0536) can request device administrator permissions.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1446;Device Lockout;technique;[GPlayed](https://attack.mitre.org/software/S0536) can lock the user out of the device by showing a persistent overlay.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1407;Download New Code at Runtime;technique;[GPlayed](https://attack.mitre.org/software/S0536) has the capability to remotely load plugins and download and compile new .NET code.(Citation: Talos GPlayed) 
S0536;GPlayed;software;uses;T1411;Input Prompt;technique;[GPlayed](https://attack.mitre.org/software/S0536) can show a phishing WebView pretending to be a Google service that collects credit card information.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1430;Location Tracking;technique;[GPlayed](https://attack.mitre.org/software/S0536) can request the device’s location.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1444;Masquerade as Legitimate Application;technique;[GPlayed](https://attack.mitre.org/software/S0536) has used the Play Store icon as well as the name “Google Play Marketplace”.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1406;Obfuscated Files or Information;technique;[GPlayed](https://attack.mitre.org/software/S0536) has base64-encoded the exfiltrated data, replacing some of the base64 characters to further obfuscate the data.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1582;SMS Control;technique;[GPlayed](https://attack.mitre.org/software/S0536) can send SMS messages.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1603;Scheduled Task/Job;technique;[GPlayed](https://attack.mitre.org/software/S0536) has used timers to enable Wi-Fi, ping the C2 server, register the device with the C2, and register wake locks on the system.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1437;Standard Application Layer Protocol;technique;[GPlayed](https://attack.mitre.org/software/S0536) has communicated with the C2 using HTTP requests or WebSockets as a backup.(Citation: Talos GPlayed) 
S0536;GPlayed;software;uses;T1426;System Information Discovery;technique;[GPlayed](https://attack.mitre.org/software/S0536) can collect the device’s model, country, and Android version.(Citation: Talos GPlayed)
S0536;GPlayed;software;uses;T1422;System Network Configuration Discovery;technique;[GPlayed](https://attack.mitre.org/software/S0536) can collect the device’s IMEI, phone number, and country.(Citation: Talos GPlayed)
S0423;Ginp;software;uses;T1432;Access Contact List;technique;[Ginp](https://attack.mitre.org/software/S0423) can download the device’s contact list.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1413;Access Sensitive Data in Device Logs;technique;[Ginp](https://attack.mitre.org/software/S0423) can download device log data.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1418;Application Discovery;technique;[Ginp](https://attack.mitre.org/software/S0423) can obtain a list of installed applications.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1412;Capture SMS Messages;technique;[Ginp](https://attack.mitre.org/software/S0423) can collect SMS messages.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1533;Data from Local System;technique; [Ginp](https://attack.mitre.org/software/S0423) can download device logs.(Citation: ThreatFabric Ginp) 
S0423;Ginp;software;uses;T1523;Evade Analysis Environment;technique;[Ginp](https://attack.mitre.org/software/S0423) can determine if it is running in an emulator.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1516;Input Injection;technique; [Ginp](https://attack.mitre.org/software/S0423) can inject input to make itself the default SMS handler.(Citation: ThreatFabric Ginp) 
S0423;Ginp;software;uses;T1411;Input Prompt;technique;[Ginp](https://attack.mitre.org/software/S0423) can use a multi-step phishing overlay to capture banking credentials and then credit card numbers after login.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1444;Masquerade as Legitimate Application;technique;[Ginp](https://attack.mitre.org/software/S0423) has masqueraded as “Adobe Flash Player” and “Google Play Verificator”.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1406;Obfuscated Files or Information;technique;[Ginp](https://attack.mitre.org/software/S0423) obfuscates its payload, code, and strings.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1582;SMS Control;technique;[Ginp](https://attack.mitre.org/software/S0423) can send SMS messages.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1513;Screen Capture;technique;[Ginp](https://attack.mitre.org/software/S0423) can capture device screenshots and stream them back to the C2.(Citation: ThreatFabric Ginp)
S0423;Ginp;software;uses;T1508;Suppress Application Icon;technique;[Ginp](https://attack.mitre.org/software/S0423) hides its icon after installation.(Citation: ThreatFabric Ginp)
S0535;Golden Cup;software;uses;T1432;Access Contact List;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can collect the device’s contact list.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1418;Application Discovery;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can obtain a list of installed applications.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1429;Capture Audio;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can record audio from the microphone and phone calls.(Citation: Symantec GoldenCup) 
S0535;Golden Cup;software;uses;T1512;Capture Camera;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can take pictures with the camera.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1412;Capture SMS Messages;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can collect sent and received SMS messages.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1532;Data Encrypted;technique;[Golden Cup](https://attack.mitre.org/software/S0535) has encrypted exfiltrated data using AES in ECB mode.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1533;Data from Local System;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can collect images, videos, and attacker-specified files.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1475;Deliver Malicious App via Authorized App Store;technique;[Golden Cup](https://attack.mitre.org/software/S0535) has been distributed via the Google Play Store.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1407;Download New Code at Runtime;technique;[Golden Cup](https://attack.mitre.org/software/S0535) has been distributed in two stages.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1420;File and Directory Discovery;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can collect a directory listing of external storage.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1430;Location Tracking;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can track the device’s location.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1437;Standard Application Layer Protocol;technique;[Golden Cup](https://attack.mitre.org/software/S0535) has communicated with the C2 using MQTT and HTTP.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1426;System Information Discovery;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can collect various pieces of device information, such as serial number and product information.(Citation: Symantec GoldenCup)
S0535;Golden Cup;software;uses;T1422;System Network Configuration Discovery;technique;[Golden Cup](https://attack.mitre.org/software/S0535) can collect the device’s phone number and IMSI.(Citation: Symantec GoldenCup)
S0551;GoldenEagle;software;uses;T1433;Access Call Log;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has collected call logs.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1432;Access Contact List;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has collected a list of contacts.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1409;Access Stored Application Data;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has extracted messages from chat programs, such as WeChat.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1418;Application Discovery;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has collected a list of installed application names.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1429;Capture Audio;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has recorded calls and environment audio in .amr format.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1512;Capture Camera;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has taken photos with the device camera.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1412;Capture SMS Messages;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has collected SMS messages.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1533;Data from Local System;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has retrieved .doc, .txt, .gif, .apk, .jpg, .png, .mp3, and .db files from external storage.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1407;Download New Code at Runtime;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) can download new code to update itself.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1420;File and Directory Discovery;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has looked for .doc, .txt, .gif, .apk, .jpg, .png, .mp3, and .db files on external storage.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1478;Install Insecure or Malicious Configuration;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has modified or configured proxy information.(Citation: Lookout Uyghur Campaign) 
S0551;GoldenEagle;software;uses;T1430;Location Tracking;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has tracked location.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1444;Masquerade as Legitimate Application;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has inserted trojan functionality into legitimate apps, including popular apps within the Uyghur community, VPNs, instant messaging apps, social networking, games, adult media, and Google searching.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1582;SMS Control;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has sent messages to an attacker-controlled number.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1513;Screen Capture;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has taken screenshots.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1437;Standard Application Layer Protocol;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has exfiltrated data via both SMTP and HTTP and used HTTP POST requests for C2.(Citation: Lookout Uyghur Campaign)
S0551;GoldenEagle;software;uses;T1426;System Information Discovery;technique;[GoldenEagle](https://attack.mitre.org/software/S0551) has checked for system root.(Citation: Lookout Uyghur Campaign)
S0421;GolfSpy;software;uses;T1433;Access Call Log;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can obtain the device’s call log.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1432;Access Contact List;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can obtain the device’s contact list.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1418;Application Discovery;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can obtain a list of installed applications.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1402;Broadcast Receivers;technique;[GolfSpy](https://attack.mitre.org/software/S0421) registers for the `USER_PRESENT` broadcast intent and uses it as a trigger to take photos with the front-facing camera.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1429;Capture Audio;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can record audio and phone calls.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1512;Capture Camera;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can record video.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1414;Capture Clipboard Data;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can obtain clipboard contents.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1412;Capture SMS Messages;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can collect SMS messages.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1532;Data Encrypted;technique;[GolfSpy](https://attack.mitre.org/software/S0421) encrypts data using a simple XOR operation with a pre-configured key prior to exfiltration.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1533;Data from Local System;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can collect local accounts on the device, pictures, bookmarks/histories of the default browser, and files stored on the SD card. [GolfSpy](https://attack.mitre.org/software/S0421) can list image, audio, video, and other files stored on the device. [GolfSpy](https://attack.mitre.org/software/S0421) can copy arbitrary files from the device.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1447;Delete Device Data;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can delete arbitrary files on the device.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1476;Deliver Malicious App via Other Means;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can install attacker-specified applications.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1430;Location Tracking;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can track the device’s location.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1406;Obfuscated Files or Information;technique;[GolfSpy](https://attack.mitre.org/software/S0421) encodes its configurations using a customized algorithm.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1424;Process Discovery;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can obtain a list of running processes.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1513;Screen Capture;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can take screenshots.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1437;Standard Application Layer Protocol;technique;[GolfSpy](https://attack.mitre.org/software/S0421) exfiltrates data using HTTP POST requests.(Citation: Trend Micro Bouncing Golf 2019)
S0421;GolfSpy;software;uses;T1426;System Information Discovery;technique;[GolfSpy](https://attack.mitre.org/software/S0421) can obtain the device’s battery level, network operator, connection information, sensor information, and information about the device’s storage and memory.(Citation: Trend Micro Bouncing Golf 2019)
S0290;Gooligan;software;uses;T1533;Data from Local System;technique;[Gooligan](https://attack.mitre.org/software/S0290) steals authentication tokens that can be used to access data from multiple Google applications.(Citation: Gooligan Citation)
S0290;Gooligan;software;uses;T1404;Exploit OS Vulnerability;technique;[Gooligan](https://attack.mitre.org/software/S0290) executes Android root exploits.(Citation: Gooligan Citation)
S0290;Gooligan;software;uses;T1472;Generate Fraudulent Advertising Revenue;technique;[Gooligan](https://attack.mitre.org/software/S0290) can install adware to generate revenue.(Citation: Gooligan Citation)
S0406;Gustuff;software;uses;T1432;Access Contact List;technique; [Gustuff](https://attack.mitre.org/software/S0406) can collect the contact list.(Citation: Talos Gustuff Apr 2019) 
S0406;Gustuff;software;uses;T1438;Alternate Network Mediums;technique; [Gustuff](https://attack.mitre.org/software/S0406) can use SMS for command and control from a defined admin phone number.(Citation: Talos Gustuff Apr 2019) 
S0406;Gustuff;software;uses;T1418;Application Discovery;technique;[Gustuff](https://attack.mitre.org/software/S0406) checks for antivirus software contained in a predefined list.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1412;Capture SMS Messages;technique; [Gustuff](https://attack.mitre.org/software/S0406) can intercept two-factor authentication codes transmitted via SMS.(Citation: Talos Gustuff Apr 2019) 
S0406;Gustuff;software;uses;T1533;Data from Local System;technique; [Gustuff](https://attack.mitre.org/software/S0406) can capture files and photos from the compromised device.(Citation: Talos Gustuff Apr 2019) 
S0406;Gustuff;software;uses;T1476;Deliver Malicious App via Other Means;technique;[Gustuff](https://attack.mitre.org/software/S0406) was distributed via SMS phishing messages to numbers exfiltrated from compromised devices’ contact lists. The phishing SMS messages are sent from the compromised device to the target device.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1417;Input Capture;technique;[Gustuff](https://attack.mitre.org/software/S0406) abuses accessibility features to intercept all interactions between a user and the device.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1516;Input Injection;technique;[Gustuff](https://attack.mitre.org/software/S0406) injects the global action `GLOBAL_ACTION_BACK` to mimic pressing the back button to close the application if a call to an open antivirus application is detected.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1411;Input Prompt;technique;[Gustuff](https://attack.mitre.org/software/S0406) uses WebView overlays to prompt the user for their device unlock code, as well as banking and cryptocurrency application credentials. [Gustuff](https://attack.mitre.org/software/S0406) can also send push notifications pretending to be from a bank, triggering a phishing overlay. (Citation: Talos Gustuff Apr 2019)(Citation: Group IB Gustuff Mar 2019)
S0406;Gustuff;software;uses;T1406;Obfuscated Files or Information;technique;[Gustuff](https://attack.mitre.org/software/S0406) code is both obfuscated and packed with an FTT packer. Command information is obfuscated using a custom base85-based encoding.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1437;Standard Application Layer Protocol;technique;[Gustuff](https://attack.mitre.org/software/S0406) communicates with the command and control server using HTTP requests.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1508;Suppress Application Icon;technique;[Gustuff](https://attack.mitre.org/software/S0406) hides its icon after installation.(Citation: Group IB Gustuff Mar 2019) 
S0406;Gustuff;software;uses;T1426;System Information Discovery;technique;[Gustuff](https://attack.mitre.org/software/S0406) gathers information about the device, including the default SMS application, if SafetyNet is enabled, the battery level, the operating system version, and if the malware has elevated permissions.(Citation: Talos Gustuff Apr 2019)
S0406;Gustuff;software;uses;T1422;System Network Configuration Discovery;technique;[Gustuff](https://attack.mitre.org/software/S0406) gathers the device IMEI to send to the command and control server.(Citation: Talos Gustuff Apr 2019)
S0544;HenBox;software;uses;T1433;Access Call Log;technique;[HenBox](https://attack.mitre.org/software/S0544) has collected all outgoing phone numbers that start with “86”.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1432;Access Contact List;technique;[HenBox](https://attack.mitre.org/software/S0544) can access the device’s contact list.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1413;Access Sensitive Data in Device Logs;technique;[HenBox](https://attack.mitre.org/software/S0544) can monitor system logs.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1418;Application Discovery;technique;[HenBox](https://attack.mitre.org/software/S0544) can obtain a list of running apps.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1402;Broadcast Receivers;technique;[HenBox](https://attack.mitre.org/software/S0544) has registered several broadcast receivers.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1429;Capture Audio;technique;[HenBox](https://attack.mitre.org/software/S0544) can access the device’s microphone.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1512;Capture Camera;technique;[HenBox](https://attack.mitre.org/software/S0544) can access the device’s camera.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1412;Capture SMS Messages;technique;[HenBox](https://attack.mitre.org/software/S0544) can intercept SMS messages.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1605;Command-Line Interface;technique; [HenBox](https://attack.mitre.org/software/S0544) can run commands as root.(Citation: Palo Alto HenBox) 
S0544;HenBox;software;uses;T1533;Data from Local System;technique;[HenBox](https://attack.mitre.org/software/S0544) can steal data from various sources, including chat, communication, and social media apps.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1476;Deliver Malicious App via Other Means;technique;[HenBox](https://attack.mitre.org/software/S0544) has been distributed via third-party app stores.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1407;Download New Code at Runtime;technique;[HenBox](https://attack.mitre.org/software/S0544) can load additional Dalvik code while running.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1523;Evade Analysis Environment;technique;[HenBox](https://attack.mitre.org/software/S0544) can detect if the app is running on an emulator.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1430;Location Tracking;technique;[HenBox](https://attack.mitre.org/software/S0544) can track the device’s location.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1444;Masquerade as Legitimate Application;technique;[HenBox](https://attack.mitre.org/software/S0544) has masqueraded as VPN and Android system apps.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1575;Native Code;technique;[HenBox](https://attack.mitre.org/software/S0544) has contained native libraries.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1406;Obfuscated Files or Information;technique;[HenBox](https://attack.mitre.org/software/S0544) has obfuscated components using XOR, ZIP with a single-byte key or ZIP/Zlib compression wrapped with RC4 encryption.(Citation: Palo Alto HenBox)
S0544;HenBox;software;uses;T1424;Process Discovery;technique;[HenBox](https://attack.mitre.org/software/S0544) can obtain a list of running processes.(Citation: Palo Alto HenBox)
