reference;citation;url
Trend Micro Bouncing Golf 2019;E. Xu, G. Guo. (2019, June 28).  Mobile Cyberespionage Campaign ‘Bouncing Golf’ Affects Middle East. Retrieved January 27, 2020.;https://blog.trendmicro.com/trendlabs-security-intelligence/mobile-cyberespionage-campaign-bouncing-golf-affects-middle-east/
Trend Micro ScreenCap July 2015;"Zhang, V. (2015, July 21). Hacking Team RCSAndroid Spying Tool Listens to Calls; Roots Devices to Get In. Retrieved August 8, 2019.";https://blog.trendmicro.com/trendlabs-security-intelligence/hacking-team-rcsandroid-spying-tool-listens-to-calls-roots-devices-to-get-in/
Trend Micro iOS URL Hijacking;L. Wu, Y. Zhou, M. Li. (2019, July 12).  iOS URL Scheme Susceptible to Hijacking. Retrieved September 11, 2020.;https://blog.trendmicro.com/trendlabs-security-intelligence/ios-url-scheme-susceptible-to-hijacking/
TrendMicro Coronavirus Updates;T. Bao, J. Lu. (2020, April 14).  Coronavirus Update App Leads to Project Spy Android and iOS Spyware. Retrieved April 24, 2020.;https://blog.trendmicro.com/trendlabs-security-intelligence/coronavirus-update-app-leads-to-project-spy-android-and-ios-spyware/
TrendMicro Pawn Storm Dec 2020;Hacquebord, F., Remorin, L. (2020, December 17). Pawn Storm’s Lack of Sophistication as a Strategy. Retrieved January 13, 2021.;https://www.trendmicro.com/en_us/research/20/l/pawn-storm-lack-of-sophistication-as-a-strategy.html
TrendMicro-Anserver;Karl Dominguez. (2011, October 2). Android Malware Uses Blog Posts as C&C. Retrieved February 6, 2017.;http://blog.trendmicro.com/trendlabs-security-intelligence/android-malware-uses-blog-posts-as-cc/
TrendMicro-Anserver2;Karl Dominguez. (2011, September 27). ANDROIDOS_ANSERVER.A. Retrieved November 30, 2018.;https://www.trendmicro.com/vinfo/us/threat-encyclopedia/malware/ANDROIDOS_ANSERVER.A
TrendMicro-DressCode;Echo Duan. (2016, September 29). DressCode and its Potential Impact for Enterprises. Retrieved December 22, 2016.;http://blog.trendmicro.com/trendlabs-security-intelligence/dresscode-potential-impact-enterprises/
TrendMicro-FlappyBird;Veo Zhang. (2014, February 18). Flappy Bird and Third-Party App Stores. Retrieved November 8, 2018.;https://blog.trendmicro.com/trendlabs-security-intelligence/flappy-bird-and-third-party-app-stores/
TrendMicro-Obad;Veo Zhang. (2013, June 13). Cybercriminals Improve Android Malware Stealth Routines with OBAD. Retrieved December 9, 2016.;http://blog.trendmicro.com/trendlabs-security-intelligence/cybercriminals-improve-android-malware-stealth-routines-with-obad/
TrendMicro-RCSAndroid;"Veo Zhang. (2015, July 21). Hacking Team RCSAndroid Spying Tool Listens to Calls; Roots Devices to Get In. Retrieved December 22, 2016.";http://blog.trendmicro.com/trendlabs-security-intelligence/hacking-team-rcsandroid-spying-tool-listens-to-calls-roots-devices-to-get-in/
TrendMicro-RootingMalware;Jordan Pan. (2016, February 10). User Beware: Rooting Malware Found in 3rd Party App Stores. Retrieved November 8, 2018.;https://blog.trendmicro.com/trendlabs-security-intelligence/user-beware-rooting-malware-found-in-3rd-party-app-stores/
TrendMicro-XLoader;Lorin Wu. (2018, April 19). XLoader Android Spyware and Banking Trojan Distributed via DNS Spoofing. Retrieved July 6, 2018.;https://blog.trendmicro.com/trendlabs-security-intelligence/xloader-android-spyware-and-banking-trojan-distributed-via-dns-spoofing/
TrendMicro-XLoader-FakeSpy;Hiroaki, H., Wu, L., Wu, L.. (2019, April 2). XLoader Disguises as Android Apps, Has FakeSpy Links. Retrieved July 20, 2020.;https://blog.trendmicro.com/trendlabs-security-intelligence/new-version-of-xloader-that-disguises-as-android-apps-and-an-ios-profile-holds-new-links-to-fakespy/
TrendMicro-Yellow Camera;Song Wang. (2019, October 18). Fake Photo Beautification Apps on Google Play can Read SMS Verification Code to Trigger Wireless Application Protocol (WAP)/Carrier Billing. Retrieved November 19, 2019.;https://blog.trendmicro.com/trendlabs-security-intelligence/fake-photo-beautification-apps-on-google-play-can-read-sms-verification-code-to-trigger-wireless-application-protocol-wap-carrier-billing/
Tripwire-MazarBOT;Graham Cluley. (2016, February 16). Android users warned of malware attack spreading via SMS. Retrieved December 23, 2016.;https://www.tripwire.com/state-of-security/security-data-protection/android-malware-sms/
UK NCSC Olympic Attacks October 2020;UK NCSC. (2020, October 19). UK exposes series of Russian cyber attacks against Olympic and Paralympic Games . Retrieved November 30, 2020.;https://www.gov.uk/government/news/uk-exposes-series-of-russian-cyber-attacks-against-olympic-and-paralympic-games
US District Court Indictment GRU Oct 2018;Brady, S . (2018, October 3). Indictment - United States vs Aleksei Sergeyevich Morenets, et al.. Retrieved October 1, 2020.;https://www.justice.gov/opa/page/file/1098481/download
US District Court Indictment GRU Unit 74455 October 2020;Scott W. Brady. (2020, October 15). United States vs. Yuriy Sergeyevich Andrienko et al.. Retrieved November 25, 2020.;https://www.justice.gov/opa/press-release/file/1328521/download
USDOJ Sandworm Feb 2020;Pompeo, M. (2020, February 20). The United States Condemns Russian Cyber Attack Against the Country of Georgia. Retrieved June 18, 2020.;https://2017-2021.state.gov/the-united-states-condemns-russian-cyber-attack-against-the-country-of-georgia//index.html
Volexity Insomnia;A. Case, D. Lassalle, M. Meltzer, S. Koessel, et al.. (2020, April 21). Evil Eye Threat Actor Resurfaces with iOS Exploit and Updated Implant. Retrieved June 2, 2020.;https://www.volexity.com/blog/2020/04/21/evil-eye-threat-actor-resurfaces-with-ios-exploit-and-updated-implant/
Wandera-RedDrop;Nell Campbell. (2018, February 27). RedDrop: the blackmailing mobile malware family lurking in app stores. Retrieved September 18, 2018.;https://www.wandera.com/reddrop-malware/
Wang;Tielei Wang, Kangjie Lu, Long Lu, Simon Chung, and Wenke Lee. (2013, August). Jekyll on iOS: When Benign Apps Become Evil. Retrieved December 9, 2016.;https://www.usenix.org/conference/usenixsecurity13/technical-sessions/presentation/wang_tielei
Wang-ExploitingUSB;Z. Wang and A. Stavrou. (2010, December 6-10). Exploiting smart-phone USB connectivity for fun and profit. Retrieved December 22, 2016.;http://dl.acm.org/citation.cfm?id=1920314
WeLiveSecurity AdDisplayAshas;L. Stefanko. (2019, October 24). Tracking down the developer of Android adware affecting millions of users. Retrieved October 29, 2020.;https://www.welivesecurity.com/2019/10/24/tracking-down-developer-android-adware/
Weinmann-Baseband;R. Weinmann. (2012, August 6-7). Baseband Attacks: Remote Exploitation of Memory Corruptions in Cellular Protocol Stacks. Retrieved December 23, 2016.;https://www.usenix.org/system/files/conference/woot12/woot12-final24.pdf
Welivesecurity Clipboard Modification February 2019;Luká_ _tefanko. (2019, February 8). First clipper malware discovered on Google Play. Retrieved July 26, 2019.;https://www.welivesecurity.com/2019/02/08/first-clipper-malware-google-play/
WhiteOps TERRACOTTA;Satori Threat Intelligence and Research Team. (2020, August). TERRACOTTA Android Malware: A Technical Study. Retrieved December 18, 2020.;https://www.whiteops.com/blog/terracotta-android-malware-a-technical-study
Wired-AndroidBypass;Andy Greenberg. (2015, September 15). Hack Brief: Emergency Number Hack Bypasses Android Lock Screens. Retrieved December 23, 2016.;https://www.wired.com/2015/09/hack-brief-new-emergency-number-hack-easily-bypasses-android-lock-screens/
XDA Bubbles;Rahman, M.. (2019, May 8). Bubbles in Android Q will fully replace the overlay API in a future Android version. Retrieved September 18, 2019.;https://www.xda-developers.com/android-q-system-alert-window-deprecate-bubbles/
Xiao-KeyRaider;Claud Xiao. (2015, August 30). KeyRaider: iOS Malware Steals Over 225,000 Apple Accounts to Create Free App Utopia. Retrieved December 12, 2016.;http://researchcenter.paloaltonetworks.com/2015/08/keyraider-ios-malware-steals-over-225000-apple-accounts-to-create-free-app-utopia/
Xiao-ZergHelper;Claud Xiao. (2016, February 21). Pirated iOS App Store’s Client Successfully Evaded Apple iOS Code Review. Retrieved December 12, 2016.;http://researchcenter.paloaltonetworks.com/2016/02/pirated-ios-app-stores-client-successfully-evaded-apple-ios-code-review/
Xiao-iOS;Claud Xiao. (2016, July). Fruit vs Zombies: Defeat Non-jailbroken iOS Malware. Retrieved December 9, 2016.;http://www.slideshare.net/Shakacon/fruit-vs-zombies-defeat-nonjailbroken-ios-malware-by-claud-xiao
Zeltser-Keyboard;Lenny Zeltser. (2016, July 30). Security of Third-Party Keyboard Apps on Mobile Devices. Retrieved December 21, 2016.;https://zeltser.com/third-party-keyboards-security/
Zhou;Yajin Zhou and Xuxian Jiang. (2012, May). Dissecting Android Malware: Characterization and Evolution. Retrieved December 9, 2016.;http://ieeexplore.ieee.org/document/6234407
Zimperium z9;zLabs. (2019, November 12).  How Zimperium’s z9 Detected Unknown Mobile Malware Overlooked by the AV Industry . Retrieved January 20, 2021.;https://blog.zimperium.com/how-zimperiums-z9-detected-unknown-mobile-malware-overlooked-by-the-av-industry/
Zimperium-Stagefright;Zimperium. (2015, January 27). Experts Found a Unicorn in the Heart of Android. Retrieved December 23, 2016.;https://blog.zimperium.com/experts-found-a-unicorn-in-the-heart-of-android/
Zscaler TikTok Spyware;S. Desai. (2020, September 8). TikTok Spyware. Retrieved January 5, 2021.;https://www.zscaler.com/blogs/security-research/tiktok-spyware
Zscaler-SpyNote;Shivang Desai. (2017, January 23). SpyNote RAT posing as Netflix app. Retrieved January 26, 2017.;https://www.zscaler.com/blogs/research/spynote-rat-posing-netflix-app
Zscaler-SuperMarioRun;Viral Gandhi. (2017, January 12). Super Mario Run Malware #2 – DroidJack RAT. Retrieved January 20, 2017.;https://www.zscaler.com/blogs/research/super-mario-run-malware-2-–-droidjack-rat
android-trojan-steals-paypal-2fa;Luká_ _tefanko. (2018, December 11). Android Trojan steals money from PayPal accounts even with 2FA on. Retrieved July 11, 2019.;https://www.welivesecurity.com/2018/12/11/android-trojan-steals-money-paypal-accounts-2fa/
bankbot-spybanker;NJCCIC. (2017, March 2). BankBot/Spy Banker. Retrieved July 11, 2019.;https://www.cyber.nj.gov/threat-profiles/android-malware-variants/bankbot-spybanker
bitwarden autofill logins;Bitwarden. (n.d.).  Auto-fill logins on Android . Retrieved September 15, 2019.;https://help.bitwarden.com/article/auto-fill-android/
eset-finance;Luká_ _tefanko. (2016, July 7). Fake finance apps on Google Play target users from around the world. Retrieved September 24, 2018.;https://www.welivesecurity.com/2018/09/19/fake-finance-apps-google-play-target-around-world/
iOS Universal Links;Apple. (n.d.). Universal Links for Developers. Retrieved September 11, 2020.;https://developer.apple.com/ios/universal-links/
iSIGHT Sandworm 2014;Hultquist, J.. (2016, January 7). Sandworm Team and the Ukrainian Power Authority Attacks. Retrieved October 6, 2017.;https://www.fireeye.com/blog/threat-research/2016/01/ukraine-and-sandworm-team.html
laginimaineb-TEE;laginimaineb. (2016, May). War of the Worlds - Hijacking the Linux Kernel from QSEE. Retrieved December 21, 2016.;http://bits-please.blogspot.co.il/2016/05/war-of-worlds-hijacking-linux-kernel.html
mHealth;D. He et al.. (2014). Security Concerns in Android mHealth Apps. Retrieved December 24, 2016.;https://experts.illinois.edu/en/publications/security-concerns-in-android-mhealth-apps
objective-see windtail1 dec 2018;Wardle, Patrick. (2018, December 20). Middle East Cyber-Espionage analyzing WindShift's implant: OSX.WindTail (part 1). Retrieved October 3, 2019.;https://objective-see.com/blog/blog_0x3B.html
objective-see windtail2 jan 2019;Wardle, Patrick. (2019, January 15). Middle East Cyber-Espionage analyzing WindShift's implant: OSX.WindTail (part 2). Retrieved October 3, 2019.;https://objective-see.com/blog/blog_0x3D.html
securelist rotexy 2018;T. Shishkova, L. Pikman. (2018, November 22).  The Rotexy mobile Trojan – banker and ransomware. Retrieved September 23, 2019.;https://securelist.com/the-rotexy-mobile-trojan-banker-and-ransomware/88893/
sunny-stolen-credentials;Luká_ _tefanko. (2017, February 22). Sunny with a chance of stolen credentials: Malicious weather app found on Google Play. Retrieved July 11, 2019.;https://www.welivesecurity.com/2017/02/22/sunny-chance-stolen-credentials-malicious-weather-app-found-google-play/
