Competency ID;Competency;KSA ID;KSA
C050;Systems Testing and Evaluation;S0159;Skill in configuring and validating network workstations and peripherals in accordance with approved standards and/or specifications.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C006;Computer Languages;K0016;Knowledge of computer programming principles 
C006;Computer Languages;K0051;Knowledge of low-level computer languages (e.g., assembly languages).
C006;Computer Languages;K0068;Knowledge of programming language structures and logic.
C006;Computer Languages;K0139;Knowledge of interpreted and compiled computer languages.
C006;Computer Languages;K0140;Knowledge of secure coding techniques.
C006;Computer Languages;K0236;Knowledge of how to utilize Hadoop, Java, Python, SQL, Hive, and Pig to explore data.
C006;Computer Languages;S0060;Skill in writing code in a currently supported programming language (e.g., Java, C++).
C006;Computer Languages;S0094;Skill in reading Hexadecimal data.
C006;Computer Languages;S0095;Skill in identifying common encoding techniques (e.g., Exclusive Disjunction [XOR], American Standard Code for Information Interchange [ASCII], Unicode, Base64, Uuencode, Uniform Resource Locator [URL] encode).
C006;Computer Languages;S0130;Skill in writing scripts using R, Python, PIG, HIVE, SQL, etc.
C006;Computer Languages;A0029;Ability to build complex data structures and high-level programming languages.
C007;Computer Network Defense;S0129;Skill in using outlier identification and removal techniques.
C012;Data Analysis;S0017;Skill in creating and utilizing mathematical or statistical models.
C012;Data Analysis;S0109;Skill in identifying hidden patterns or relationships.
C012;Data Analysis;S0114;Skill in performing sensitivity analysis.
C012;Data Analysis;S0118;Skill in developing machine understandable semantic ontologies.
C012;Data Analysis;S0119;Skill in Regression Analysis (e.g., Hierarchical Stepwise, Generalized Linear Model, Ordinary Least Squares, Tree-Based Methods, Logistic).
C012;Data Analysis;S0123;Skill in transformation analytics (e.g., aggregation, enrichment, processing).
C012;Data Analysis;S0125;Skill in using basic descriptive statistics and techniques (e.g., normality, model distribution, scatter plots).
C012;Data Analysis;A0041;Ability to use data visualization tools (e.g., Flare, HighCharts, AmCharts, D3.js, Processing, Google Visualization API, Tableau, Raphael.js).
C013;Data Management;K0020;Knowledge of data administration and data standardization policies.
C013;Data Management;K0022;Knowledge of data mining and data warehousing principles.
C013;Data Management;K0083;Knowledge of sources, characteristics, and uses of the organization’s data assets.
C013;Data Management;K0095;Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).
C013;Data Management;S0202;Skill in data mining techniques (e.g., searching file systems) and analysis.
C013;Data Management;S0028;Skill in developing data dictionaries.
C013;Data Management;S0106;Skill in data pre-processing (e.g., imputation, dimensionality reduction, normalization, transformation, extraction, filtering, smoothing).
C013;Data Management;S0113;Skill in performing format conversions to create a standard representation of the data.
C013;Data Management;S0126;Skill in using data analysis tools (e.g., Excel, STATA SAS, SPSS).
C013;Data Management;S0127;Skill in using data mapping tools.
C013;Data Management;S0369;Skill to identify sources, characteristics, and uses of the organization’s data assets.
C013;Data Management;A0066;Ability to accurately and completely source all data used in intelligence, assessment and/or planning products.
C015;Database Administration;K0193;Knowledge of advanced data remediation security features in databases.
C015;Database Administration;K0420;Knowledge of database theory.
C016;Database Management Systems;K0023;Knowledge of database management systems, query languages, table relationships, and views.
C016;Database Management Systems;K0069;Knowledge of query languages such as SQL (structured query language).
C016;Database Management Systems;K0197;Knowledge of database access application programming interfaces (e.g., Java Database Connectivity [JDBC]).
C016;Database Management Systems;S0013;Skill in conducting queries and developing algorithms to analyze data structures.
C016;Database Management Systems;S0037;Skill in generating queries and reports.
C017;Encryption;K0025;Knowledge of digital rights management.
C017;Encryption;S0089;Skill in one-way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5]).
C018;Enterprise Architecture;K0031;Knowledge of enterprise messaging systems and associated software.
C020;Identity Management;K0056;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
C020;Identity Management;K0065;Knowledge of policy-based and risk adaptive access controls.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C031;Mathematical Reasoning;K0015;Knowledge of computer algorithms.
C031;Mathematical Reasoning;K0052;Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
C031;Mathematical Reasoning;K0238;Knowledge of machine learning theory and principles.
C031;Mathematical Reasoning;K0325;Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
C032;Modeling and Simulation;S0029;Skill in developing data models.
C032;Modeling and Simulation;S0103;Skill in assessing the predictive power and subsequent generalizability of a model.
C032;Modeling and Simulation;S0160;Skill in the use of design modeling (e.g., unified modeling language).
C034;Operating Systems;K0060;Knowledge of operating systems.
C034;Operating Systems;K0129;Knowledge of command-line tools (e.g., mkdir, mv, ls, passwd, grep).
C040;Problem Solving;A0035;Ability to dissect a problem and examine the interrelationships between data that may appear unrelated.
C046;Software Testing and Evaluation;A0036;Ability to identify basic common coding flaws at a high level.
C048;System Administration;K0229;Knowledge of applications that can log errors, exceptions, and application faults and logging.
C055;Threat Analysis;S0088;Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump).
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C002;Business Continuity;K0021;Knowledge of data backup and recovery.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C013;Data Management;K0020;Knowledge of data administration and data standardization policies.
C013;Data Management;K0022;Knowledge of data mining and data warehousing principles.
C013;Data Management;K0083;Knowledge of sources, characteristics, and uses of the organization’s data assets.
C013;Data Management;K0097;Knowledge of the characteristics of physical and virtual data storage media.
C015;Database Administration;K0278;Knowledge of current and emerging data remediation security features in databases.
C015;Database Administration;K0420;Knowledge of database theory.
C015;Database Administration;S0002;Skill in allocating storage capacity in the design of data management systems.
C015;Database Administration;S0042;Skill in maintaining databases. (i.e., backup, restore, delete data, transaction log files, etc.).
C015;Database Administration;S0045;Skill in optimizing database performance.
C015;Database Administration;A0176;Ability to maintain databases. (i.e., backup, restore, delete data, transaction log files, etc.).
C016;Database Management Systems;K0023;Knowledge of database management systems, query languages, table relationships, and views.
C016;Database Management Systems;K0069;Knowledge of query languages such as SQL (structured query language).
C016;Database Management Systems;K0197;Knowledge of database access application programming interfaces (e.g., Java Database Connectivity [JDBC]).
C016;Database Management Systems;S0013;Skill in conducting queries and developing algorithms to analyze data structures.
C016;Database Management Systems;S0037;Skill in generating queries and reports.
C017;Encryption;K0025;Knowledge of digital rights management.
C017;Encryption;K0277;Knowledge of current and emerging data encryption (e.g., Column and Tablespace Encryption, file and disk encryption) security features in databases (e.g. built-in cryptographic key management features).
C018;Enterprise Architecture;K0031;Knowledge of enterprise messaging systems and associated software.
C020;Identity Management;K0056;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
C020;Identity Management;K0065;Knowledge of policy-based and risk adaptive access controls.
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C034;Operating Systems;K0060;Knowledge of operating systems.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C037;Organizational Awareness;K0146;Knowledge of the organization's core business/mission processes.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C013;Data Management;K0095;Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).
C013;Data Management;K0195;Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.
C013;Data Management;K0338;Knowledge of data mining techniques.
C015;Database Administration;K0420;Knowledge of database theory.
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C023;Information Management;K0315;Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.
C023;Information Management;S0011;Skill in conducting information searches.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C029;Knowledge Management;K0194;Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration. 
C029;Knowledge Management;K0228;Knowledge of taxonomy and semantic ontology theory.
C029;Knowledge Management;K0283;Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).
C029;Knowledge Management;S0012;Skill in conducting knowledge mapping (e.g., map of knowledge repositories).
C029;Knowledge Management;S0049;Skill in the measuring and reporting of intellectual capital.
C029;Knowledge Management;S0055;Skill in using knowledge management technologies.
C029;Knowledge Management;A0002;Ability to match the appropriate knowledge repository technology for a given application or environment.
C053;Technology Awareness;K0094;Knowledge of the capabilities and functionality associated with content creation technologies (e.g., wikis, social networking, content management systems, blogs).
C053;Technology Awareness;K0096;Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;K0013;Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
C002;Business Continuity;S0150;Skill in implementing and testing network infrastructure contingency and recovery plans.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C007;Computer Network Defense;K0160;Knowledge of the common attack vectors on the network layer.
C007;Computer Network Defense;S0079;Skill in protecting a network against malware. (e.g., NIPS, anti-malware, restrict/prevent external devices, spam filters).
C015;Database Administration;K0622;Knowledge of controls related to the use, processing, storage, and transmission of data.
C017;Encryption;K0104;Knowledge of Virtual Private Network (VPN) security.
C017;Encryption;K0201;Knowledge of symmetric key rotation techniques and concepts.
C018;Enterprise Architecture;K0200;Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
C022;Information Assurance;K0038;Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data.
C022;Information Assurance;K0203;Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0049;Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption). 
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C024;Information Systems/Network Security;S0040;Skill in implementing, maintaining, and improving established network security practices.
C024;Information Systems/Network Security;S0077;Skill in securing network communications.
C024;Information Systems/Network Security;S0170;Skill in configuring and utilizing computer protection components (e.g., hardware firewalls, servers, routers, as appropriate).
C025;Information Technology Assessment;K0053;Knowledge of measures or indicators of system performance and availability.
C025;Information Technology Assessment;A0062;Ability to monitor measures or indicators of system performance and availability.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0011;Knowledge of capabilities and applications of network equipment including routers, switches, bridges, servers, transmission media, and related hardware.
C026;Infrastructure Design;K0029;Knowledge of organization's Local and Wide Area Network connections.
C026;Infrastructure Design;K0050;Knowledge of local area and wide area networking principles and concepts including bandwidth management.
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
C026;Infrastructure Design;K0113;Knowledge of different types of network communication (e.g., LAN, WAN, MAN, WLAN, WWAN).
C026;Infrastructure Design;K0137;Knowledge of the range of existing networks (e.g., PBX, LANs, WANs, WIFI, SCADA).
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C026;Infrastructure Design;S0035;Skill in establishing a routing schema.
C026;Infrastructure Design;S0162;Skill in applying various subnet techniques (e.g., CIDR)
C033;Network Management;K0111;Knowledge of network tools (e.g., ping, traceroute, nslookup) 
C033;Network Management;K0180;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C033;Network Management;S0004;Skill in analyzing network traffic capacity and performance characteristics.
C033;Network Management;S0041;Skill in installing, configuring, and troubleshooting LAN and WAN components such as routers, hubs, and switches.
C033;Network Management;S0056;Skill in using network management tools to analyze network traffic patterns (e.g., simple network management protocol).
C033;Network Management;S0084;Skill in configuring and utilizing network protection components (e.g., Firewalls, VPNs, network intrusion detection systems).
C033;Network Management;A0052;Ability to operate network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.
C033;Network Management;A0055;Ability to operate common network tools (e.g., ping, traceroute, nslookup).
C033;Network Management;A0059;Ability to operate the organization's LAN/WAN pathways.
C033;Network Management;A0065;Ability to monitor traffic flows across the network.
C033;Network Management;A0159;Ability to interpret the information collected by network tools (e.g. Nslookup, Ping, and Traceroute).
C034;Operating Systems;A0058;Ability to execute OS command line (e.g., ipconfig, netstat, dir, nbtstat).
C048;System Administration;A0063;Ability to operate different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).
C049;Systems Integration;K0076;Knowledge of server administration and systems engineering theories, concepts, and methods.
C053;Technology Awareness;K0071;Knowledge of remote access technology concepts.
C054;Telecommunications;K0010;Knowledge of communication methods, principles, and concepts that support the network infrastructure.
C054;Telecommunications;K0093;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
C054;Telecommunications;K0108;Knowledge of concepts, terminology, and operations of a wide range of communications media (computer and telephone networks, satellite, fiber, wireless).
C054;Telecommunications;K0136;Knowledge of the capabilities of different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).
C054;Telecommunications;K0138;Knowledge of Wi-Fi.
C054;Telecommunications;K0159;Knowledge of Voice over IP (VoIP).
C054;Telecommunications;K0274;Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. 
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C058;Web Technology;K0135;Knowledge of web filtering technologies.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C038;Policy Management;A0034;Ability to develop, update, and/or maintain standard operating procedures (SOPs).
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;A0124;Ability to establish and maintain automated security control assessments
C028;Interpersonal Skills;S0111;Skill in interfacing with customers.
C028;Interpersonal Skills;A0074;Ability to collaborate effectively with others.
C028;Interpersonal Skills;A0088;Ability to function effectively in a dynamic, fast-paced environment.
C017;Encryption;K0104;Knowledge of Virtual Private Network (VPN) security.
C018;Enterprise Architecture;K0100;Knowledge of the enterprise information technology (IT) architecture.
C018;Enterprise Architecture;A0027;Ability to apply an organization's goals and objectives to develop and maintain architecture.
C020;Identity Management;K0158;Knowledge of organizational information technology (IT) user security policies (e.g., account creation, password rules, access control).
C020;Identity Management;S0043;Skill in maintaining directory services. (e.g., Microsoft Active Directory, LDAP, etc.).
C021;Incident Management;A0025;Ability to accurately define incidents, problems, and events in the trouble ticketing system.
C022;Information Assurance;A0123;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0049;Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption). 
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C024;Information Systems/Network Security;S0076;Skill in configuring and utilizing software-based computer protection tools (e.g., software firewalls, antivirus software, anti-spyware).
C025;Information Technology Assessment;K0053;Knowledge of measures or indicators of system performance and availability.
C025;Information Technology Assessment;K0064;Knowledge of performance tuning tools and techniques.
C025;Information Technology Assessment;S0153;Skill in identifying and anticipating system/server performance, availability, capacity, or configuration problems.
C025;Information Technology Assessment;S0155;Skill in monitoring and optimizing system/server performance.
C025;Information Technology Assessment;A0062;Ability to monitor measures or indicators of system performance and availability.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0050;Knowledge of local area and wide area networking principles and concepts including bandwidth management.
C026;Infrastructure Design;K0332;Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
C033;Network Management;K0103;Knowledge of the type and frequency of routine hardware maintenance.
C033;Network Management;S0033;Skill in diagnosing connectivity problems.
C033;Network Management;A0055;Ability to operate common network tools (e.g., ping, traceroute, nslookup).
C034;Operating Systems;K0077;Knowledge of server and client operating systems.
C034;Operating Systems;K0117;Knowledge of file system implementations (e.g., New Technology File System [NTFS], File Allocation Table [FAT], File Extension [EXT]).
C034;Operating Systems;K0318;Knowledge of operating system command-line tools.
C034;Operating Systems;S0158;Skill in operating system administration. (e.g., account maintenance, data backups, maintain system performance, install and configure new hardware/software).
C045;Software Development;S0016;Skill in configuring and optimizing software.
C048;System Administration;K0088;Knowledge of systems administration concepts.
C048;System Administration;K0130;Knowledge of virtualization technologies and virtual machine development and maintenance.
C048;System Administration;K0167;Knowledge of system administration, network, and operating system hardening techniques.
C048;System Administration;S0073;Skill in using virtual machines. (e.g., Microsoft Hyper-V, VMWare vSphere, Citrix XenDesktop/Server, Amazon Elastic Compute Cloud, etc.).
C048;System Administration;S0143;Skill in conducting system/server planning, management, and maintenance.
C048;System Administration;S0144;Skill in correcting physical and technical problems that impact system/server performance.
C048;System Administration;S0151;Skill in troubleshooting failed system components (i.e., servers)
C048;System Administration;S0154;Skill in installing system and component upgrades. (i.e., servers, appliances, network devices).
C048;System Administration;S0157;Skill in recovering failed systems/servers. (e.g., recovery software, failover clusters, replication, etc.).
C049;Systems Integration;K0280;Knowledge of systems engineering theories, concepts, and methods.
C049;Systems Integration;K0346;Knowledge of principles and methods for integrating system components.
C050;Systems Testing and Evaluation;K0289;Knowledge of system/server diagnostic tools and fault identification techniques.
C054;Telecommunications;K0274;Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. 
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C014;Data Privacy and Protection;K0260;Knowledge of Personally Identifiable Information (PII) data security standards.
C014;Data Privacy and Protection;K0261;Knowledge of Payment Card Industry (PCI) data security standards.
C014;Data Privacy and Protection;K0262;Knowledge of Personal Health Information (PHI) data security standards.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0267;Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C044;Risk Management;K0263;Knowledge of information technology (IT) risk management policies, requirements, and procedures.
C056;Third Party Oversight/Acquisition Management;K0266;Knowledge of how to evaluate the trustworthiness of the supplier and/or product.
C006;Computer Languages;S0060;Skill in writing code in a currently supported programming language (e.g., Java, C++).
C007;Computer Network Defense;S0147;Skill in assessing security controls based on cybersecurity principles and tenets. (e.g., CIS CSC, NIST SP 800-53, Cybersecurity Framework, etc.).
C016;Database Management Systems;K0024;Knowledge of database systems.
C017;Encryption;K0018;Knowledge of encryption algorithms 
C017;Encryption;K0019;Knowledge of cryptography and cryptographic key management concepts 
C017;Encryption;K0285;Knowledge of implementing enterprise key escrow systems to support data-at-rest encryption.
C018;Enterprise Architecture;K0063;Knowledge of parallel and distributed computing concepts.
C018;Enterprise Architecture;K0200;Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
C020;Identity Management;K0056;Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
C020;Identity Management;S0031;Skill in developing and applying security system access controls.
C022;Information Assurance;K0044;Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;K0203;Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
C022;Information Assurance;S0367;Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C022;Information Assurance;A0123;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
C023;Information Management;K0287;Knowledge of an organization's information classification program and procedures for information compromise.
C024;Information Systems/Network Security;K0004;Knowledge of cybersecurity and privacy principles.
C024;Information Systems/Network Security;K0049;Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption). 
C024;Information Systems/Network Security;K0075;Knowledge of security system design tools, methods, and techniques.
C024;Information Systems/Network Security;K0179;Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
C024;Information Systems/Network Security;K0276;Knowledge of security management.
C025;Information Technology Assessment;S0027;Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes.
C026;Infrastructure Design;K0001;Knowledge of computer networking concepts and protocols, and network security methodologies. 
C026;Infrastructure Design;K0061;Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
C026;Infrastructure Design;K0322;Knowledge of embedded systems.
C026;Infrastructure Design;K0333;Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
C031;Mathematical Reasoning;K0015;Knowledge of computer algorithms.
C031;Mathematical Reasoning;K0052;Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
C033;Network Management;K0180;Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
C034;Operating Systems;K0060;Knowledge of operating systems.
C035;Operations Support;K0281;Knowledge of information technology (IT) service catalogues.
C045;Software Development;K0082;Knowledge of software engineering.
C048;System Administration;K0227;Knowledge of various types of computer architectures.
C048;System Administration;K0275;Knowledge of configuration management techniques.
C048;System Administration;K0284;Knowledge of developing and applying user credential management system.
C049;Systems Integration;K0035;Knowledge of installation, integration, and optimization of system components.
C049;Systems Integration;K0036;Knowledge of human-computer interaction principles.
C049;Systems Integration;K0102;Knowledge of the systems engineering process.
C049;Systems Integration;S0024;Skill in designing the integration of hardware and software solutions.
C050;Systems Testing and Evaluation;K0290;Knowledge of systems security testing and evaluation methods.
C054;Telecommunications;K0093;Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
C055;Threat Analysis;K0297;Knowledge of countermeasure design for identified security risks.
C057;Vulnerabilities Assessment;K0005;Knowledge of cyber threats and vulnerabilities. 
C057;Vulnerabilities Assessment;K0006;Knowledge of specific operational impacts of cybersecurity lapses.
C057;Vulnerabilities Assessment;K0040;Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins).
C057;Vulnerabilities Assessment;K0339;Knowledge of how to use network analysis tools to identify vulnerabilities.
C057;Vulnerabilities Assessment;S0036;Skill in evaluating the adequacy of security designs.
C057;Vulnerabilities Assessment;S0141;Skill in assessing security systems designs.
C057;Vulnerabilities Assessment;S0167;Skill in recognizing vulnerabilities in security systems. (e.g., vulnerability and compliance scanning).
C057;Vulnerabilities Assessment;A0015;Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
C042;Project Management;K0121;Knowledge of information security program management and project management principles and techniques.
C002;Business Continuity;K0026;Knowledge of business continuity and disaster recovery continuity of operations plans.
C010;Contracting/Procurement;K0126;Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
C010;Contracting/Procurement;K0163;Knowledge of critical information technology (IT) procurement requirements.
C014;Data Privacy and Protection;A0163;Ability to interpret Communications Security (COMSEC) terminology, guidelines and procedures.
C014;Data Privacy and Protection;A0164;Ability to identify the roles and responsibilities for appointed Communications Security (COMSEC) personnel.
C014;Data Privacy and Protection;A0165;Ability to manage Communications Security (COMSEC) material accounting, control and use procedure.
C014;Data Privacy and Protection;A0167;Ability to recognize the importance of auditing Communications Security (COMSEC) material and accounts.
C014;Data Privacy and Protection;A0168;Ability to Identify the requirements of In-Process accounting for Communications Security (COMSEC).
C014;Data Privacy and Protection;A0177;Ability to recognize the unique aspects of the Communications Security (COMSEC) environment and hierarchy.
C030;Legal, Government, and Jurisprudence;K0003;Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy. 
C030;Legal, Government, and Jurisprudence;K0267;Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures.
C044;Risk Management;K0002;Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
C015;Database Administration;K0622;Knowledge of controls related to the use, processing, storage, and transmission of data.
C017;Encryption;K0018;Knowledge of encryption algorithms 
C017;Encryption;K0285;Knowledge of implementing enterprise key escrow systems to support data-at-rest encryption.
C017;Encryption;S0059;Skill in using Virtual Private Network (VPN) devices and encryption.
C017;Encryption;S0138;Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic).
